layer,beta,aperture,experiment,success_count,total_prompts,final_accuracy
1,3.0,0.001,3,0.0,1000.0,0.0
1,3.0,0.001,4,0.0,1000.0,0.0
1,3.0,0.001,5,0.0,1000.0,0.0
1,3.0,0.001,Average,,,0.0
1,3.0,0.0125,1,0.0,1000.0,0.0
1,3.0,0.0125,2,0.0,1000.0,0.0
1,3.0,0.0125,3,0.0,1000.0,0.0
1,3.0,0.0125,4,0.0,1000.0,0.0
1,3.0,0.0125,5,0.0,1000.0,0.0
1,3.0,0.0125,Average,,,0.0
1,3.0,0.05,1,4.0,1000.0,0.004
1,3.0,0.05,2,3.0,1000.0,0.003
1,3.0,0.05,3,1.0,1000.0,0.001
1,3.0,0.05,4,6.0,1000.0,0.006
1,3.0,0.05,5,0.0,1000.0,0.0
1,3.0,0.05,Average,,,0.0028
1,3.0,0.1,1,0.0,1000.0,0.0
1,3.0,0.1,2,0.0,1000.0,0.0
1,3.0,0.1,3,0.0,1000.0,0.0
1,3.0,0.1,4,0.0,1000.0,0.0
1,3.0,0.1,5,0.0,1000.0,0.0
1,3.0,0.1,Average,,,0.0
1,4.0,0.001,1,0.0,1000.0,0.0
1,4.0,0.001,2,0.0,1000.0,0.0
1,4.0,0.001,3,0.0,1000.0,0.0
1,4.0,0.001,4,0.0,1000.0,0.0
1,4.0,0.001,5,0.0,1000.0,0.0
1,4.0,0.001,Average,,,0.0
1,4.0,0.0125,1,0.0,1000.0,0.0
1,4.0,0.0125,2,0.0,1000.0,0.0
1,4.0,0.0125,3,0.0,1000.0,0.0
1,4.0,0.0125,4,0.0,1000.0,0.0
1,4.0,0.0125,5,0.0,1000.0,0.0
1,4.0,0.0125,Average,,,0.0
1,4.0,0.05,1,0.0,1000.0,0.0
1,4.0,0.05,2,0.0,1000.0,0.0
1,4.0,0.05,3,0.0,1000.0,0.0
1,4.0,0.05,4,0.0,1000.0,0.0
1,4.0,0.05,5,0.0,1000.0,0.0
1,4.0,0.05,Average,,,0.0
1,4.0,0.1,1,4.0,1000.0,0.004
1,4.0,0.1,2,3.0,1000.0,0.003
1,4.0,0.1,3,1.0,1000.0,0.001
1,4.0,0.1,4,6.0,1000.0,0.006
1,4.0,0.1,5,0.0,1000.0,0.0
1,4.0,0.1,Average,,,0.0028
1,5.0,0.001,1,0.0,1000.0,0.0
1,5.0,0.001,2,0.0,1000.0,0.0
1,5.0,0.001,3,0.0,1000.0,0.0
1,5.0,0.001,4,0.0,1000.0,0.0
1,5.0,0.001,5,0.0,1000.0,0.0
1,5.0,0.001,Average,,,0.0
1,5.0,0.0125,1,0.0,1000.0,0.0
1,5.0,0.0125,2,0.0,1000.0,0.0
1,5.0,0.0125,3,0.0,1000.0,0.0
1,5.0,0.0125,4,0.0,1000.0,0.0
1,5.0,0.0125,5,0.0,1000.0,0.0
1,5.0,0.0125,Average,,,0.0
1,5.0,0.05,1,0.0,1000.0,0.0
1,5.0,0.05,2,0.0,1000.0,0.0
1,5.0,0.05,3,0.0,1000.0,0.0
1,5.0,0.05,4,0.0,1000.0,0.0
1,5.0,0.05,5,0.0,1000.0,0.0
1,5.0,0.05,Average,,,0.0
1,5.0,0.1,1,4.0,1000.0,0.004
1,5.0,0.1,2,3.0,1000.0,0.003
1,5.0,0.1,3,1.0,1000.0,0.001
1,5.0,0.1,4,6.0,1000.0,0.006
1,5.0,0.1,5,0.0,1000.0,0.0
1,5.0,0.1,Average,,,0.0028
2,0.5,0.001,1,0.0,1000.0,0.0
2,0.5,0.001,2,0.0,1000.0,0.0
2,0.5,0.001,3,0.0,1000.0,0.0
2,0.5,0.001,4,0.0,1000.0,0.0
2,0.5,0.001,5,0.0,1000.0,0.0
2,0.5,0.001,Average,,,0.0
2,0.5,0.0125,1,0.0,1000.0,0.0
2,0.5,0.0125,2,0.0,1000.0,0.0
2,0.5,0.0125,3,0.0,1000.0,0.0
2,0.5,0.0125,4,0.0,1000.0,0.0
2,0.5,0.0125,5,0.0,1000.0,0.0
2,0.5,0.0125,Average,,,0.0
2,0.5,0.05,1,4.0,1000.0,0.004
2,0.5,0.05,2,8.0,1000.0,0.008
2,0.5,0.05,3,7.0,1000.0,0.007
2,0.5,0.05,4,2.0,1000.0,0.002
2,0.5,0.05,5,3.0,1000.0,0.003
2,0.5,0.05,Average,,,0.0048
2,0.5,0.1,1,4.0,1000.0,0.004
2,0.5,0.1,2,8.0,1000.0,0.008
2,0.5,0.1,3,7.0,1000.0,0.007
2,0.5,0.1,4,2.0,1000.0,0.002
2,0.5,0.1,5,3.0,1000.0,0.003
2,0.5,0.1,Average,,,0.0048
2,1.0,0.001,1,0.0,1000.0,0.0
2,1.0,0.001,2,0.0,1000.0,0.0
2,1.0,0.001,3,0.0,1000.0,0.0
2,1.0,0.001,4,0.0,1000.0,0.0
2,1.0,0.001,5,0.0,1000.0,0.0
2,1.0,0.001,Average,,,0.0
2,1.0,0.0125,1,0.0,1000.0,0.0
2,1.0,0.0125,2,0.0,1000.0,0.0
2,1.0,0.0125,3,0.0,1000.0,0.0
2,1.0,0.0125,4,0.0,1000.0,0.0
2,1.0,0.0125,5,0.0,1000.0,0.0
2,1.0,0.0125,Average,,,0.0
2,1.0,0.05,1,4.0,1000.0,0.004
2,1.0,0.05,2,8.0,1000.0,0.008
2,1.0,0.05,3,7.0,1000.0,0.007
2,1.0,0.05,4,2.0,1000.0,0.002
2,1.0,0.05,5,3.0,1000.0,0.003
2,1.0,0.05,Average,,,0.0048
2,1.0,0.1,1,0.0,1000.0,0.0
2,1.0,0.1,2,0.0,1000.0,0.0
2,1.0,0.1,3,0.0,1000.0,0.0
2,1.0,0.1,4,0.0,1000.0,0.0
2,1.0,0.1,5,0.0,1000.0,0.0
2,1.0,0.1,Average,,,0.0
2,2.0,0.001,1,0.0,1000.0,0.0
2,2.0,0.001,2,0.0,1000.0,0.0
2,2.0,0.001,3,0.0,1000.0,0.0
2,2.0,0.001,4,0.0,1000.0,0.0
2,2.0,0.001,5,0.0,1000.0,0.0
2,2.0,0.001,Average,,,0.0
2,2.0,0.0125,1,0.0,1000.0,0.0
2,2.0,0.0125,2,0.0,1000.0,0.0
2,2.0,0.0125,3,0.0,1000.0,0.0
2,2.0,0.0125,4,0.0,1000.0,0.0
2,2.0,0.0125,5,0.0,1000.0,0.0
2,2.0,0.0125,Average,,,0.0
2,2.0,0.05,1,0.0,1000.0,0.0
2,2.0,0.05,2,0.0,1000.0,0.0
2,2.0,0.05,3,0.0,1000.0,0.0
2,2.0,0.05,4,0.0,1000.0,0.0
2,2.0,0.05,5,0.0,1000.0,0.0
2,2.0,0.05,Average,,,0.0
2,2.0,0.1,1,0.0,1000.0,0.0
2,2.0,0.1,2,0.0,1000.0,0.0
2,2.0,0.1,3,0.0,1000.0,0.0
2,2.0,0.1,4,0.0,1000.0,0.0
2,2.0,0.1,5,0.0,1000.0,0.0
2,2.0,0.1,Average,,,0.0
2,3.0,0.001,1,0.0,1000.0,0.0
2,3.0,0.001,2,0.0,1000.0,0.0
2,3.0,0.001,3,0.0,1000.0,0.0
2,3.0,0.001,4,0.0,1000.0,0.0
2,3.0,0.001,5,0.0,1000.0,0.0
2,3.0,0.001,Average,,,0.0
2,3.0,0.0125,1,0.0,1000.0,0.0
2,3.0,0.0125,2,0.0,1000.0,0.0
2,3.0,0.0125,3,0.0,1000.0,0.0
2,3.0,0.0125,4,0.0,1000.0,0.0
2,3.0,0.0125,5,0.0,1000.0,0.0
2,3.0,0.0125,Average,,,0.0
2,3.0,0.05,1,4.0,1000.0,0.004
2,3.0,0.05,2,3.0,1000.0,0.003
2,3.0,0.05,3,1.0,1000.0,0.001
2,3.0,0.05,4,6.0,1000.0,0.006
2,3.0,0.05,5,0.0,1000.0,0.0
2,3.0,0.05,Average,,,0.0028
2,3.0,0.1,1,0.0,1000.0,0.0
2,3.0,0.1,2,0.0,1000.0,0.0
2,3.0,0.1,3,0.0,1000.0,0.0
2,3.0,0.1,4,0.0,1000.0,0.0
2,3.0,0.1,5,0.0,1000.0,0.0
2,3.0,0.1,Average,,,0.0
2,4.0,0.001,1,0.0,1000.0,0.0
2,4.0,0.001,2,0.0,1000.0,0.0
2,4.0,0.001,3,0.0,1000.0,0.0
2,4.0,0.001,4,0.0,1000.0,0.0
2,4.0,0.001,5,0.0,1000.0,0.0
2,4.0,0.001,Average,,,0.0
2,4.0,0.0125,1,0.0,1000.0,0.0
2,4.0,0.0125,2,0.0,1000.0,0.0
2,4.0,0.0125,3,0.0,1000.0,0.0
2,4.0,0.0125,4,0.0,1000.0,0.0
2,4.0,0.0125,5,0.0,1000.0,0.0
2,4.0,0.0125,Average,,,0.0
2,4.0,0.05,1,0.0,1000.0,0.0
2,4.0,0.05,2,0.0,1000.0,0.0
2,4.0,0.05,3,0.0,1000.0,0.0
2,4.0,0.05,4,0.0,1000.0,0.0
2,4.0,0.05,5,0.0,1000.0,0.0
2,4.0,0.05,Average,,,0.0
2,4.0,0.1,1,0.0,1000.0,0.0
2,4.0,0.1,2,0.0,1000.0,0.0
2,4.0,0.1,3,0.0,1000.0,0.0
2,4.0,0.1,4,0.0,1000.0,0.0
2,4.0,0.1,5,0.0,1000.0,0.0
2,4.0,0.1,Average,,,0.0
2,5.0,0.001,1,0.0,1000.0,0.0
2,5.0,0.001,2,0.0,1000.0,0.0
2,5.0,0.001,3,0.0,1000.0,0.0
2,5.0,0.001,4,0.0,1000.0,0.0
2,5.0,0.001,5,0.0,1000.0,0.0
2,5.0,0.001,Average,,,0.0
2,5.0,0.0125,1,4.0,1000.0,0.004
2,5.0,0.0125,2,8.0,1000.0,0.008
2,5.0,0.0125,3,7.0,1000.0,0.007
2,5.0,0.0125,4,2.0,1000.0,0.002
2,5.0,0.0125,5,3.0,1000.0,0.003
2,5.0,0.0125,Average,,,0.0048
2,5.0,0.05,1,0.0,1000.0,0.0
2,5.0,0.05,2,0.0,1000.0,0.0
2,5.0,0.05,3,0.0,1000.0,0.0
2,5.0,0.05,4,0.0,1000.0,0.0
2,5.0,0.05,5,0.0,1000.0,0.0
2,5.0,0.05,Average,,,0.0
2,5.0,0.1,1,0.0,1000.0,0.0
2,5.0,0.1,2,0.0,1000.0,0.0
2,5.0,0.1,3,0.0,1000.0,0.0
2,5.0,0.1,4,0.0,1000.0,0.0
2,5.0,0.1,5,0.0,1000.0,0.0
2,5.0,0.1,Average,,,0.0
3,0.5,0.001,1,0.0,1000.0,0.0
3,0.5,0.001,2,0.0,1000.0,0.0
3,0.5,0.001,3,0.0,1000.0,0.0
3,0.5,0.001,4,0.0,1000.0,0.0
3,0.5,0.001,5,0.0,1000.0,0.0
3,0.5,0.001,Average,,,0.0
3,0.5,0.0125,1,0.0,1000.0,0.0
3,0.5,0.0125,2,0.0,1000.0,0.0
3,0.5,0.0125,3,0.0,1000.0,0.0
3,0.5,0.0125,4,0.0,1000.0,0.0
3,0.5,0.0125,5,0.0,1000.0,0.0
3,0.5,0.0125,Average,,,0.0
3,0.5,0.05,1,4.0,1000.0,0.004
3,0.5,0.05,2,2.0,1000.0,0.002
3,0.5,0.05,3,1.0,1000.0,0.001
3,0.5,0.05,4,6.0,1000.0,0.006
3,0.5,0.05,5,5.0,1000.0,0.005
3,0.5,0.05,Average,,,0.0036000000000000003
3,0.5,0.1,1,0.0,1000.0,0.0
3,0.5,0.1,2,0.0,1000.0,0.0
3,0.5,0.1,3,0.0,1000.0,0.0
3,0.5,0.1,4,0.0,1000.0,0.0
3,0.5,0.1,5,0.0,1000.0,0.0
3,0.5,0.1,Average,,,0.0
3,1.0,0.001,1,0.0,1000.0,0.0
3,1.0,0.001,2,0.0,1000.0,0.0
3,1.0,0.001,3,0.0,1000.0,0.0
3,1.0,0.001,4,0.0,1000.0,0.0
3,1.0,0.001,5,0.0,1000.0,0.0
3,1.0,0.001,Average,,,0.0
3,1.0,0.0125,1,0.0,1000.0,0.0
3,1.0,0.0125,2,0.0,1000.0,0.0
3,1.0,0.0125,3,0.0,1000.0,0.0
3,1.0,0.0125,4,0.0,1000.0,0.0
3,1.0,0.0125,5,0.0,1000.0,0.0
3,1.0,0.0125,Average,,,0.0
3,1.0,0.05,1,0.0,1000.0,0.0
3,1.0,0.05,2,0.0,1000.0,0.0
3,1.0,0.05,3,0.0,1000.0,0.0
3,1.0,0.05,4,0.0,1000.0,0.0
3,1.0,0.05,5,0.0,1000.0,0.0
3,1.0,0.05,Average,,,0.0
3,1.0,0.1,1,0.0,1000.0,0.0
3,1.0,0.1,2,0.0,1000.0,0.0
3,1.0,0.1,3,0.0,1000.0,0.0
3,1.0,0.1,4,0.0,1000.0,0.0
3,1.0,0.1,5,0.0,1000.0,0.0
3,1.0,0.1,Average,,,0.0
3,2.0,0.001,1,0.0,1000.0,0.0
3,2.0,0.001,2,0.0,1000.0,0.0
3,2.0,0.001,3,0.0,1000.0,0.0
3,2.0,0.001,4,0.0,1000.0,0.0
3,2.0,0.001,5,0.0,1000.0,0.0
3,2.0,0.001,Average,,,0.0
3,2.0,0.0125,1,0.0,1000.0,0.0
3,2.0,0.0125,2,0.0,1000.0,0.0
3,2.0,0.0125,3,0.0,1000.0,0.0
3,2.0,0.0125,4,0.0,1000.0,0.0
3,2.0,0.0125,5,0.0,1000.0,0.0
3,2.0,0.0125,Average,,,0.0
3,2.0,0.05,1,0.0,1000.0,0.0
3,2.0,0.05,2,0.0,1000.0,0.0
3,2.0,0.05,3,0.0,1000.0,0.0
3,2.0,0.05,4,0.0,1000.0,0.0
3,2.0,0.05,5,0.0,1000.0,0.0
3,2.0,0.05,Average,,,0.0
3,2.0,0.1,1,0.0,1000.0,0.0
3,2.0,0.1,2,0.0,1000.0,0.0
3,2.0,0.1,3,0.0,1000.0,0.0
3,2.0,0.1,4,0.0,1000.0,0.0
3,2.0,0.1,5,0.0,1000.0,0.0
3,2.0,0.1,Average,,,0.0
3,3.0,0.001,1,0.0,1000.0,0.0
3,3.0,0.001,2,0.0,1000.0,0.0
3,3.0,0.001,3,0.0,1000.0,0.0
3,3.0,0.001,4,0.0,1000.0,0.0
3,3.0,0.001,5,0.0,1000.0,0.0
3,3.0,0.001,Average,,,0.0
3,3.0,0.0125,1,0.0,1000.0,0.0
3,3.0,0.0125,2,0.0,1000.0,0.0
3,3.0,0.0125,3,1.0,1000.0,0.001
3,3.0,0.0125,4,0.0,1000.0,0.0
3,3.0,0.0125,5,0.0,1000.0,0.0
3,3.0,0.0125,Average,,,0.0002
3,3.0,0.05,1,0.0,1000.0,0.0
3,3.0,0.05,2,0.0,1000.0,0.0
3,3.0,0.05,3,0.0,1000.0,0.0
3,3.0,0.05,4,0.0,1000.0,0.0
3,3.0,0.05,5,0.0,1000.0,0.0
3,3.0,0.05,Average,,,0.0
3,3.0,0.1,1,0.0,1000.0,0.0
3,3.0,0.1,2,0.0,1000.0,0.0
3,3.0,0.1,3,0.0,1000.0,0.0
3,3.0,0.1,4,0.0,1000.0,0.0
3,3.0,0.1,5,0.0,1000.0,0.0
3,3.0,0.1,Average,,,0.0
3,4.0,0.001,1,0.0,1000.0,0.0
3,4.0,0.001,2,0.0,1000.0,0.0
3,4.0,0.001,3,0.0,1000.0,0.0
3,4.0,0.001,4,0.0,1000.0,0.0
3,4.0,0.001,5,0.0,1000.0,0.0
3,4.0,0.001,Average,,,0.0
3,4.0,0.0125,1,4.0,1000.0,0.004
3,4.0,0.0125,2,2.0,1000.0,0.002
3,4.0,0.0125,3,1.0,1000.0,0.001
3,4.0,0.0125,4,6.0,1000.0,0.006
3,4.0,0.0125,5,5.0,1000.0,0.005
3,4.0,0.0125,Average,,,0.0036000000000000003
3,4.0,0.05,1,0.0,1000.0,0.0
3,4.0,0.05,2,0.0,1000.0,0.0
3,4.0,0.05,3,0.0,1000.0,0.0
3,4.0,0.05,4,0.0,1000.0,0.0
3,4.0,0.05,5,0.0,1000.0,0.0
3,4.0,0.05,Average,,,0.0
3,4.0,0.1,1,0.0,1000.0,0.0
3,4.0,0.1,2,0.0,1000.0,0.0
3,4.0,0.1,3,0.0,1000.0,0.0
3,4.0,0.1,4,0.0,1000.0,0.0
3,4.0,0.1,5,0.0,1000.0,0.0
3,4.0,0.1,Average,,,0.0
3,5.0,0.001,1,0.0,1000.0,0.0
3,5.0,0.001,2,0.0,1000.0,0.0
3,5.0,0.001,3,0.0,1000.0,0.0
3,5.0,0.001,4,0.0,1000.0,0.0
3,5.0,0.001,5,0.0,1000.0,0.0
3,5.0,0.001,Average,,,0.0
3,5.0,0.0125,1,4.0,1000.0,0.004
3,5.0,0.0125,2,2.0,1000.0,0.002
3,5.0,0.0125,3,1.0,1000.0,0.001
3,5.0,0.0125,4,6.0,1000.0,0.006
3,5.0,0.0125,5,5.0,1000.0,0.005
3,5.0,0.0125,Average,,,0.0036000000000000003
3,5.0,0.05,1,0.0,1000.0,0.0
3,5.0,0.05,2,0.0,1000.0,0.0
3,5.0,0.05,3,0.0,1000.0,0.0
3,5.0,0.05,4,0.0,1000.0,0.0
3,5.0,0.05,5,0.0,1000.0,0.0
3,5.0,0.05,Average,,,0.0
3,5.0,0.1,1,0.0,1000.0,0.0
3,5.0,0.1,2,0.0,1000.0,0.0
3,5.0,0.1,3,0.0,1000.0,0.0
3,5.0,0.1,4,0.0,1000.0,0.0
3,5.0,0.1,5,0.0,1000.0,0.0
3,5.0,0.1,Average,,,0.0
4,0.5,0.001,1,0.0,1000.0,0.0
4,0.5,0.001,2,0.0,1000.0,0.0
4,0.5,0.001,3,0.0,1000.0,0.0
4,0.5,0.001,4,0.0,1000.0,0.0
4,0.5,0.001,5,0.0,1000.0,0.0
4,0.5,0.001,Average,,,0.0
4,0.5,0.0125,1,0.0,1000.0,0.0
4,0.5,0.0125,2,0.0,1000.0,0.0
4,0.5,0.0125,3,0.0,1000.0,0.0
4,0.5,0.0125,4,0.0,1000.0,0.0
4,0.5,0.0125,5,0.0,1000.0,0.0
4,0.5,0.0125,Average,,,0.0
4,0.5,0.05,1,0.0,1000.0,0.0
4,0.5,0.05,2,0.0,1000.0,0.0
4,0.5,0.05,3,0.0,1000.0,0.0
4,0.5,0.05,4,0.0,1000.0,0.0
4,0.5,0.05,5,0.0,1000.0,0.0
4,0.5,0.05,Average,,,0.0
4,0.5,0.1,1,0.0,1000.0,0.0
4,0.5,0.1,2,0.0,1000.0,0.0
4,0.5,0.1,3,0.0,1000.0,0.0
4,0.5,0.1,4,0.0,1000.0,0.0
4,0.5,0.1,5,0.0,1000.0,0.0
4,0.5,0.1,Average,,,0.0
4,1.0,0.001,1,0.0,1000.0,0.0
4,1.0,0.001,2,0.0,1000.0,0.0
4,1.0,0.001,3,0.0,1000.0,0.0
4,1.0,0.001,4,0.0,1000.0,0.0
4,1.0,0.001,5,0.0,1000.0,0.0
4,1.0,0.001,Average,,,0.0
4,1.0,0.0125,1,0.0,1000.0,0.0
4,1.0,0.0125,2,0.0,1000.0,0.0
4,1.0,0.0125,3,0.0,1000.0,0.0
4,1.0,0.0125,4,0.0,1000.0,0.0
4,1.0,0.0125,5,0.0,1000.0,0.0
4,1.0,0.0125,Average,,,0.0
4,1.0,0.05,1,0.0,1000.0,0.0
4,1.0,0.05,2,0.0,1000.0,0.0
4,1.0,0.05,3,0.0,1000.0,0.0
4,1.0,0.05,4,0.0,1000.0,0.0
4,1.0,0.05,5,0.0,1000.0,0.0
4,1.0,0.05,Average,,,0.0
4,1.0,0.1,1,0.0,1000.0,0.0
4,1.0,0.1,2,0.0,1000.0,0.0
4,1.0,0.1,3,0.0,1000.0,0.0
4,1.0,0.1,4,0.0,1000.0,0.0
4,1.0,0.1,5,0.0,1000.0,0.0
4,1.0,0.1,Average,,,0.0
4,2.0,0.001,1,0.0,1000.0,0.0
4,2.0,0.001,2,0.0,1000.0,0.0
4,2.0,0.001,3,0.0,1000.0,0.0
4,2.0,0.001,4,0.0,1000.0,0.0
4,2.0,0.001,5,0.0,1000.0,0.0
4,2.0,0.001,Average,,,0.0
4,2.0,0.0125,1,0.0,1000.0,0.0
4,2.0,0.0125,2,0.0,1000.0,0.0
4,2.0,0.0125,3,0.0,1000.0,0.0
4,2.0,0.0125,4,0.0,1000.0,0.0
4,2.0,0.0125,5,0.0,1000.0,0.0
4,2.0,0.0125,Average,,,0.0
4,2.0,0.05,1,0.0,1000.0,0.0
4,2.0,0.05,2,0.0,1000.0,0.0
4,2.0,0.05,3,0.0,1000.0,0.0
4,2.0,0.05,4,0.0,1000.0,0.0
4,2.0,0.05,5,0.0,1000.0,0.0
4,2.0,0.05,Average,,,0.0
4,2.0,0.1,1,0.0,1000.0,0.0
4,2.0,0.1,2,0.0,1000.0,0.0
4,2.0,0.1,3,0.0,1000.0,0.0
4,2.0,0.1,4,0.0,1000.0,0.0
4,2.0,0.1,5,0.0,1000.0,0.0
4,2.0,0.1,Average,,,0.0
4,3.0,0.001,1,0.0,1000.0,0.0
4,3.0,0.001,2,0.0,1000.0,0.0
4,3.0,0.001,3,0.0,1000.0,0.0
4,3.0,0.001,4,0.0,1000.0,0.0
4,3.0,0.001,5,0.0,1000.0,0.0
4,3.0,0.001,Average,,,0.0
4,3.0,0.0125,1,0.0,1000.0,0.0
4,3.0,0.0125,2,0.0,1000.0,0.0
4,3.0,0.0125,3,0.0,1000.0,0.0
4,3.0,0.0125,4,0.0,1000.0,0.0
4,3.0,0.0125,5,0.0,1000.0,0.0
4,3.0,0.0125,Average,,,0.0
4,3.0,0.05,1,0.0,1000.0,0.0
4,3.0,0.05,2,0.0,1000.0,0.0
4,3.0,0.05,3,0.0,1000.0,0.0
4,3.0,0.05,4,0.0,1000.0,0.0
4,3.0,0.05,5,0.0,1000.0,0.0
4,3.0,0.05,Average,,,0.0
4,3.0,0.1,1,0.0,1000.0,0.0
4,3.0,0.1,2,0.0,1000.0,0.0
4,3.0,0.1,3,0.0,1000.0,0.0
4,3.0,0.1,4,0.0,1000.0,0.0
4,3.0,0.1,5,0.0,1000.0,0.0
4,3.0,0.1,Average,,,0.0
4,4.0,0.001,1,0.0,1000.0,0.0
4,4.0,0.001,2,0.0,1000.0,0.0
4,4.0,0.001,3,0.0,1000.0,0.0
4,4.0,0.001,4,0.0,1000.0,0.0
4,4.0,0.001,5,0.0,1000.0,0.0
4,4.0,0.001,Average,,,0.0
4,4.0,0.0125,1,0.0,1000.0,0.0
4,4.0,0.0125,2,0.0,1000.0,0.0
4,4.0,0.0125,3,0.0,1000.0,0.0
4,4.0,0.0125,4,0.0,1000.0,0.0
4,4.0,0.0125,5,0.0,1000.0,0.0
4,4.0,0.0125,Average,,,0.0
4,4.0,0.05,1,0.0,1000.0,0.0
4,4.0,0.05,2,0.0,1000.0,0.0
4,4.0,0.05,3,0.0,1000.0,0.0
4,4.0,0.05,4,0.0,1000.0,0.0
4,4.0,0.05,5,0.0,1000.0,0.0
4,4.0,0.05,Average,,,0.0
4,4.0,0.1,1,0.0,1000.0,0.0
4,4.0,0.1,2,0.0,1000.0,0.0
4,4.0,0.1,3,0.0,1000.0,0.0
4,4.0,0.1,4,0.0,1000.0,0.0
4,4.0,0.1,5,0.0,1000.0,0.0
4,4.0,0.1,Average,,,0.0
4,5.0,0.001,1,0.0,1000.0,0.0
4,5.0,0.001,2,0.0,1000.0,0.0
4,5.0,0.001,3,0.0,1000.0,0.0
4,5.0,0.001,4,0.0,1000.0,0.0
4,5.0,0.001,5,0.0,1000.0,0.0
4,5.0,0.001,Average,,,0.0
4,5.0,0.0125,1,0.0,1000.0,0.0
4,5.0,0.0125,2,0.0,1000.0,0.0
4,5.0,0.0125,3,0.0,1000.0,0.0
4,5.0,0.0125,4,0.0,1000.0,0.0
4,5.0,0.0125,5,0.0,1000.0,0.0
4,5.0,0.0125,Average,,,0.0
4,5.0,0.05,1,0.0,1000.0,0.0
4,5.0,0.05,2,0.0,1000.0,0.0
4,5.0,0.05,3,0.0,1000.0,0.0
4,5.0,0.05,4,0.0,1000.0,0.0
4,5.0,0.05,5,0.0,1000.0,0.0
4,5.0,0.05,Average,,,0.0
4,5.0,0.1,1,0.0,1000.0,0.0
4,5.0,0.1,2,0.0,1000.0,0.0
4,5.0,0.1,3,0.0,1000.0,0.0
